state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
25,65,2,0,0,0,193.8,113,32.95,151.7,106,12.89,208.9,94,9.4,12.6,3,3.4,3
25,136,1,0,1,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2
38,128,0,1,0,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0
44,59,2,0,0,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1
41,72,1,0,1,38,84.3,116,14.33,267.2,127,22.71,167.7,75,7.55,8.3,6,2.24,4
26,138,1,0,1,28,151.0,59,25.67,269.5,122,22.91,179.4,116,8.07,8.9,9,2.4,0
12,168,0,0,0,0,128.8,96,21.9,104.9,71,8.92,141.1,128,6.35,11.2,2,3.02,1
7,81,2,1,0,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0
31,135,2,0,0,0,180.1,112,30.62,257.2,89,21.86,131.6,111,5.92,11.4,7,3.08,1
7,149,1,0,1,25,185.6,109,31.55,167.3,89,14.22,171.6,100,7.72,10.7,3,2.89,1
39,104,0,1,0,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4
14,68,1,1,1,29,195.5,113,33.24,171.6,96,14.59,204.0,85,9.18,13.5,9,3.65,1
39,131,1,0,0,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0
25,189,1,0,0,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3
29,80,1,0,0,0,127.8,67,21.73,181.6,112,15.44,197.3,63,8.88,15.9,2,4.29,2
23,115,0,0,0,0,173.5,121,29.5,168.3,100,14.31,138.3,105,6.22,7.8,5,2.11,1
0,115,1,0,0,0,210.6,120,35.8,153.1,84,13.01,262.2,79,11.8,11.0,5,2.97,0
34,98,0,0,0,0,136.9,120,23.27,180.6,84,15.35,172.9,94,7.78,11.9,4,3.21,4
45,133,1,0,0,0,171.8,64,29.21,177.1,83,15.05,223.0,96,10.04,10.3,4,2.78,1
40,140,2,0,1,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1
47,60,1,1,0,0,205.9,97,35.0,277.4,117,23.58,202.0,139,9.09,11.0,2,2.97,0
8,98,1,0,1,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3
25,143,2,0,0,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1
46,165,2,0,0,0,242.9,126,41.29,209.8,65,17.83,228.4,126,10.28,0.0,0,0.0,1
48,89,0,0,0,0,234.8,95,39.92,109.7,87,9.32,180.3,99,8.11,10.4,2,2.81,0
13,60,2,0,0,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2.0,1
33,180,2,0,0,0,139.0,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,2
43,26,1,1,0,0,194.4,105,33.05,238.3,100,20.26,239.1,129,10.76,9.6,5,2.59,0
28,101,1,0,1,28,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1
34,171,1,0,0,0,137.5,110,23.38,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59,2
2,98,1,0,0,0,227.1,116,38.61,120.5,103,10.24,117.0,102,5.27,4.7,4,1.27,5
43,57,1,0,0,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3
20,80,2,1,0,0,275.4,89,46.82,186.7,66,15.87,201.3,87,9.06,9.4,2,2.54,0
40,152,0,0,0,0,140.5,92,23.89,186.8,96,15.88,227.0,89,10.22,9.5,5,2.57,2
46,105,2,0,0,0,167.7,93,28.51,234.1,103,19.9,169.7,121,7.64,6.9,5,1.86,3
38,86,1,0,1,23,247.6,65,42.09,255.7,104,21.73,150.0,138,6.75,7.3,5,1.97,3
7,73,0,0,0,0,122.0,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1
35,83,1,0,0,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0
49,130,2,0,0,0,110.0,107,18.7,181.9,85,15.46,208.0,94,9.36,11.7,3,3.16,1
34,98,2,0,0,0,198.6,92,33.76,349.4,99,29.7,221.7,83,9.98,7.3,6,1.97,2
14,51,2,0,1,32,206.1,134,35.04,179.6,84,15.27,332.2,90,14.95,10.2,2,2.75,3
20,76,1,0,0,0,179.1,110,30.45,157.2,81,13.36,240.0,109,10.8,6.5,3,1.76,0
40,142,2,0,0,0,204.2,98,34.71,188.9,85,16.06,231.2,136,10.4,6.5,6,1.76,1
37,80,1,0,0,0,113.2,86,19.24,185.5,97,15.77,237.3,145,10.68,9.5,5,2.57,1
49,11,2,0,1,38,209.8,130,35.67,196.6,84,16.71,233.0,79,10.49,7.0,7,1.89,1
49,129,1,0,0,0,159.1,100,27.05,202.5,90,17.21,233.1,96,10.49,11.5,6,3.11,2
35,127,0,0,0,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2
37,38,1,0,0,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3
30,161,1,0,0,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1
9,95,0,0,1,45,116.4,115,19.79,283.7,123,24.11,285.2,103,12.83,12.8,4,3.46,1
17,78,1,0,0,0,145.5,124,24.74,143.4,71,12.19,291.1,123,13.1,9.5,5,2.57,3
31,182,1,0,0,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2
10,111,1,0,0,0,129.1,92,21.95,148.9,132,12.66,264.0,103,11.88,16.8,7,4.54,2
19,58,1,0,1,30,178.1,111,30.28,236.7,109,20.12,264.0,118,11.88,8.4,2,2.27,0
15,108,1,0,0,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3
43,150,0,0,1,24,212.4,157,36.11,168.7,91,14.34,199.4,112,8.97,9.7,1,2.62,2
27,172,0,0,1,47,274.9,102,46.73,186.6,118,15.86,245.0,123,11.03,8.8,2,2.38,1
8,53,1,0,1,32,131.2,63,22.3,227.4,125,19.33,178.9,105,8.05,12.8,2,3.46,2
30,100,0,0,0,0,218.8,125,37.2,148.3,102,12.61,277.8,97,12.5,9.7,6,2.62,1
39,121,1,0,1,22,212.3,107,36.09,238.0,94,20.23,332.8,114,14.98,10.4,2,2.81,1
25,98,1,1,1,23,245.5,54,41.74,292.7,83,24.88,184.0,90,8.28,10.8,7,2.92,1
13,55,2,0,1,8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1
27,54,0,0,0,0,199.8,94,33.97,308.0,112,26.18,162.6,99,7.32,10.1,4,2.73,0
34,122,1,0,0,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3
28,104,1,0,0,0,118.5,92,20.15,177.8,109,15.11,255.7,98,11.51,12.1,4,3.27,1
45,106,0,0,0,0,165.1,120,28.07,290.2,79,24.67,250.3,140,11.26,8.1,2,2.19,0
28,118,0,0,0,0,224.6,94,38.18,225.9,120,19.2,269.0,105,12.11,12.5,8,3.38,2
3,48,1,0,1,27,141.1,109,23.99,224.7,94,19.1,174.3,122,7.84,13.2,2,3.56,1
48,62,1,0,0,0,86.3,84,14.67,238.7,99,20.29,238.4,79,10.73,12.5,1,3.38,2
44,138,2,0,0,0,205.9,96,35.0,257.1,94,21.85,209.0,63,9.4,12.1,8,3.27,0
15,115,1,0,0,0,226.4,101,38.49,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32,3
13,160,1,0,0,0,85.8,77,14.59,165.3,110,14.05,178.5,92,8.03,9.2,4,2.48,3
40,116,0,0,0,0,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0
17,105,1,0,1,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3
3,117,0,0,0,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0
44,51,0,0,1,0,212.9,80,36.19,236.1,57,20.07,187.6,99,8.44,8.8,4,2.38,2
1,167,2,0,0,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0
17,95,2,0,0,0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2
47,13,2,0,1,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2
27,118,0,1,1,39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1
42,80,1,1,0,0,276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,1
29,46,0,0,0,0,210.2,92,35.73,227.3,77,19.32,200.1,116,9.0,13.1,7,3.54,1
37,25,0,0,0,0,178.8,90,30.4,141.2,72,12.0,203.0,99,9.14,8.4,5,2.27,2
43,79,1,0,0,0,144.0,90,24.48,135.8,91,11.54,212.4,129,9.56,13.0,4,3.51,1
5,65,0,0,0,0,131.5,119,22.36,222.3,119,18.9,155.3,83,6.99,11.1,7,3.0,1
20,137,2,0,0,0,111.8,106,19.01,281.9,89,23.96,233.0,93,10.49,11.5,4,3.11,4
8,155,1,0,0,0,250.5,89,42.59,146.1,84,12.42,164.2,60,7.39,8.4,3,2.27,1
47,106,1,0,0,0,149.7,114,25.45,104.5,72,8.88,227.9,87,10.26,9.0,2,2.43,2
14,103,0,0,0,0,147.3,81,25.04,158.4,88,13.46,193.8,103,8.72,11.0,3,2.97,2
38,122,1,1,0,0,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,11.0,2,2.97,0
16,103,0,1,0,0,62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,3
8,79,1,0,1,34,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4.0,2
16,85,0,0,0,0,164.0,111,27.88,229.4,108,19.5,220.7,105,9.93,9.3,2,2.51,1
16,121,0,1,0,0,175.9,87,29.9,225.3,114,19.15,156.2,113,7.03,10.4,3,2.81,2
41,114,1,0,1,25,129.0,77,21.93,290.0,110,24.65,177.1,110,7.97,11.6,5,3.13,1
27,55,0,1,0,0,221.0,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1
11,24,1,0,0,0,241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1
23,61,1,0,0,0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9.0,6,2.43,1
1,148,1,0,1,21,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,8.1,4,2.19,1
29,112,1,1,1,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1
4,151,1,1,0,0,218.0,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,0
15,100,1,0,1,33,218.7,104,37.18,155.0,144,13.18,99.0,117,4.46,12.1,4,3.27,1
37,69,1,0,0,0,243.3,101,41.36,109.2,99,9.28,176.9,138,7.96,9.3,3,2.51,0
12,76,2,0,0,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0
46,126,1,0,0,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,0
17,114,0,0,0,0,204.4,91,34.75,239.6,136,20.37,235.0,64,10.58,11.5,3,3.11,2
6,163,0,0,1,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,3.32,2
46,73,1,0,0,0,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,6,2.78,1
26,21,1,0,0,0,254.3,87,43.23,215.5,95,18.32,236.3,98,10.63,11.6,5,3.13,1
43,115,1,0,0,0,211.1,112,35.89,227.8,113,19.36,179.6,110,8.08,7.2,2,1.94,0
46,99,1,0,0,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7
34,108,1,0,1,19,312.4,98,53.11,271.4,122,23.07,162.6,91,7.32,10.1,6,2.73,0
48,98,1,1,1,20,186.2,112,31.65,145.3,65,12.35,142.8,104,6.43,10.9,4,2.94,3
49,43,1,0,0,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1
42,68,1,0,0,0,178.7,61,30.38,252.3,84,21.45,255.7,76,11.51,8.4,4,2.27,1
34,40,0,0,0,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0
30,81,1,0,1,17,145.7,89,24.77,202.9,70,17.25,212.4,92,9.56,9.5,5,2.57,1
1,102,0,0,0,0,224.7,81,38.2,129.4,112,11.0,167.6,109,7.54,15.8,6,4.27,1
27,104,1,0,1,18,182.1,66,30.96,213.6,65,18.16,193.0,108,8.69,13.4,9,3.62,2
28,98,2,0,0,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1
9,100,1,0,0,0,303.0,93,51.51,175.6,89,14.93,135.2,102,6.08,10.4,5,2.81,1
30,127,1,0,0,0,200.8,104,34.14,181.4,73,15.42,89.7,49,4.04,9.7,5,2.62,0
45,146,1,0,0,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3
46,152,2,0,1,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1
2,80,1,0,0,0,124.3,100,21.13,173.0,107,14.71,253.2,62,11.39,7.9,9,2.13,1
31,108,1,0,0,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0
32,80,2,0,0,0,206.3,97,35.07,154.9,98,13.17,263.6,82,11.86,12.4,12,3.35,0
17,129,1,0,0,0,207.7,75,35.31,191.3,116,16.26,226.7,98,10.2,11.6,6,3.13,2
45,139,1,1,0,0,161.5,121,27.46,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0
16,114,1,0,0,0,209.2,127,35.56,165.3,93,14.05,196.8,98,8.86,10.6,8,2.86,3
38,61,0,0,1,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0
23,115,1,0,0,0,200.2,92,34.03,244.9,107,20.82,190.9,96,8.59,8.8,3,2.38,1
33,87,0,0,1,48,178.8,91,30.4,246.8,106,20.98,262.4,119,11.81,9.0,8,2.43,1
45,112,0,0,1,29,198.8,122,33.8,238.6,114,20.28,289.5,69,13.03,11.5,5,3.11,1
19,129,2,1,0,0,192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,10.9,4,2.94,1
10,122,0,0,0,0,158.2,95,26.89,178.5,113,15.17,154.3,76,6.94,8.5,5,2.3,2
25,78,2,0,0,0,131.6,102,22.37,290.4,134,24.68,190.5,95,8.57,0.0,0,0.0,3
2,45,0,0,0,0,126.8,83,21.56,157.8,100,13.41,158.3,97,7.12,11.0,4,2.97,3
4,112,1,0,0,0,111.9,92,19.02,114.0,143,9.69,146.8,79,6.61,14.1,3,3.81,5
37,28,1,0,0,0,171.2,90,29.1,173.9,65,14.78,210.5,139,9.47,14.0,4,3.78,2
23,93,1,0,0,0,172.0,80,29.24,219.1,76,18.62,169.8,108,7.64,10.3,3,2.78,0
14,130,1,0,0,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3
30,133,0,0,0,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1
39,190,1,0,1,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1
6,87,2,0,1,18,186.7,74,31.74,220.0,77,18.7,224.6,137,10.11,12.0,4,3.24,1
3,107,1,0,1,32,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1
34,148,0,0,0,0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1
21,123,0,0,0,0,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11.0,3,2.97,0
29,99,1,0,0,0,200.0,66,34.0,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3
45,104,1,0,0,0,139.7,112,23.75,199.8,127,16.98,189.3,104,8.52,10.3,2,2.78,2
35,137,0,0,0,0,144.0,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0
20,88,1,1,0,0,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,4
17,22,1,0,0,0,222.9,97,37.89,172.6,91,14.67,187.6,99,8.44,10.1,3,2.73,1
37,103,0,0,0,0,185.8,118,31.59,86.8,84,7.38,208.4,115,9.38,10.7,9,2.89,1
6,45,1,0,0,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1
23,113,0,1,0,0,125.2,93,21.28,206.4,119,17.54,129.3,139,5.82,8.3,8,2.24,0
30,138,1,0,0,0,157.5,96,26.78,271.7,107,23.09,138.2,84,6.22,10.7,6,2.89,2
21,148,0,0,1,33,241.7,84,41.09,165.8,84,14.09,160.6,80,7.23,11.3,3,3.05,1
33,109,0,0,1,39,270.0,58,45.9,235.5,108,20.02,194.3,57,8.74,7.8,6,2.11,1
12,84,1,0,0,0,169.9,96,28.88,190.3,103,16.18,188.0,82,8.46,8.6,2,2.32,2
16,128,2,0,0,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2
24,112,1,0,0,0,335.5,77,57.04,212.5,109,18.06,265.0,132,11.93,12.7,8,3.43,2
25,115,1,0,0,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1
36,109,1,1,0,0,166.5,101,28.31,268.4,119,22.81,126.2,112,5.68,10.2,3,2.75,3
17,91,1,1,0,0,145.0,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2
42,92,2,0,1,25,79.8,99,13.57,313.6,120,26.66,135.5,104,6.1,9.3,8,2.51,2
3,136,2,0,0,0,92.0,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1
42,139,2,0,0,0,196.9,58,33.47,137.1,91,11.65,216.6,101,9.75,9.8,3,2.65,1
0,59,2,0,0,0,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4
50,25,0,0,0,0,199.2,80,33.86,123.2,84,10.47,82.3,77,3.7,9.6,4,2.59,2
13,65,0,0,0,0,96.0,95,16.32,117.0,82,9.95,172.9,114,7.78,6.7,3,1.81,3
49,101,1,0,1,28,220.3,96,37.45,285.8,72,24.29,203.0,111,9.14,9.4,6,2.54,4
3,43,1,0,0,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8.0,5,2.16,0
39,115,0,0,0,0,147.9,109,25.14,228.4,117,19.41,299.7,90,13.49,9.6,9,2.59,3
22,91,0,0,0,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2
40,101,1,1,0,0,92.1,109,15.66,163.0,83,13.86,133.3,102,6.0,9.7,11,2.62,2
46,63,1,0,0,0,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2
49,112,1,1,0,0,161.9,138,27.52,200.9,114,17.08,134.0,134,6.03,10.7,4,2.89,1
33,105,1,1,1,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1
30,120,2,0,1,43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1
40,93,1,0,0,0,190.2,68,32.33,262.2,64,22.29,130.0,92,5.85,8.8,4,2.38,0
43,125,1,0,0,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11.0,4,2.97,1
6,116,1,0,0,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3
27,126,1,0,0,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0
8,62,0,0,0,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2
39,87,2,1,0,0,134.2,80,22.81,165.0,71,14.03,173.1,102,7.79,10.7,5,2.89,0
42,67,1,0,0,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0
35,39,1,0,1,36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12.0,5,3.24,1
13,137,2,0,0,0,203.1,97,34.53,132.0,76,11.22,250.9,94,11.29,9.2,4,2.48,4
6,73,2,0,0,0,159.0,123,27.03,233.3,95,19.83,178.9,155,8.05,15.2,3,4.1,2
30,19,0,0,0,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2
36,101,1,0,0,0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3
28,88,1,0,0,0,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,2
32,118,2,0,0,0,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,7.0,6,1.89,0
28,68,0,0,0,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2
44,25,1,1,0,0,161.7,99,27.49,216.1,89,18.37,176.7,115,7.95,12.4,6,3.35,1
3,97,0,0,0,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3
13,114,0,0,1,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3
17,131,1,0,0,0,210.1,97,35.72,177.3,96,15.07,130.2,136,5.86,13.3,1,3.59,0
42,120,0,1,0,0,179.9,72,30.58,170.0,98,14.45,190.6,89,8.58,13.8,2,3.73,1
41,64,1,0,0,0,174.5,98,29.67,180.2,103,15.32,179.0,89,8.06,10.7,2,2.89,2
36,117,1,0,0,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1
40,64,2,0,1,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8
42,47,1,0,1,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,4,3.48,2
11,118,1,0,0,0,253.2,122,43.04,201.0,78,17.09,195.3,108,8.79,9.7,7,2.62,2
47,96,1,0,0,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1
15,195,1,0,0,0,221.6,109,37.67,126.2,94,10.73,212.2,98,9.55,6.4,2,1.73,0
39,89,1,0,1,24,97.8,98,16.63,207.2,67,17.61,214.5,126,9.65,5.9,2,1.59,0
25,173,1,0,0,0,82.1,75,13.96,201.2,95,17.1,206.7,146,9.3,9.6,2,2.59,1
11,131,1,0,1,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1
15,154,2,0,1,32,192.3,82,32.69,165.3,134,14.05,205.0,74,9.23,9.0,1,2.43,2
20,117,1,0,1,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1
41,110,0,0,1,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2
16,36,2,0,0,0,178.6,83,30.36,213.1,103,18.11,198.0,119,8.91,10.9,5,2.94,1
1,85,0,0,1,30,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1
19,97,2,1,0,0,272.8,60,46.38,216.5,113,18.4,245.1,67,11.03,6.1,8,1.65,5
0,112,1,0,1,31,142.9,92,24.29,233.8,107,19.87,329.2,142,14.81,10.4,6,2.81,0
22,128,1,0,0,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0
21,48,2,0,0,0,200.5,117,34.09,225.3,123,19.15,134.0,89,6.03,6.7,5,1.81,4
34,119,1,0,0,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1
1,119,1,0,0,0,98.8,97,16.8,146.9,68,12.49,190.7,105,8.58,10.0,4,2.7,3
49,124,1,0,0,0,312.0,112,53.04,180.0,109,15.3,168.6,94,7.59,12.8,4,3.46,1
4,79,2,0,0,0,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,10,2.54,5
7,102,1,0,0,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2
37,165,1,0,1,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16.0,3,4.32,0
43,102,2,0,0,0,214.8,60,36.52,173.8,70,14.77,166.7,90,7.5,10.9,2,2.94,1
48,92,0,1,0,0,183.6,96,31.21,149.7,55,12.72,135.2,71,6.08,11.8,4,3.19,0
13,106,2,0,0,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6.0,3,1.62,1
47,184,0,0,0,0,151.7,93,25.79,178.5,77,15.17,229.1,111,10.31,13.1,8,3.54,2
2,68,0,0,1,43,147.7,95,25.11,259.3,108,22.04,237.1,106,10.67,8.9,8,2.4,3
36,125,1,0,1,36,201.3,117,34.22,42.2,78,3.59,125.7,104,5.66,5.4,3,1.46,1
7,94,1,0,1,31,209.3,90,35.58,281.7,111,23.94,190.1,66,8.55,7.9,5,2.13,0
22,50,1,0,1,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,2
5,111,2,0,1,24,205.5,114,34.94,219.3,99,18.64,215.9,95,9.72,14.0,4,3.78,1
36,110,2,0,0,0,188.0,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3
9,136,0,1,0,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1
43,98,1,0,0,0,217.2,121,36.92,303.4,73,25.79,197.1,71,8.87,12.4,2,3.35,0
50,139,1,0,0,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,3
50,127,2,1,0,0,242.2,102,41.17,226.1,80,19.22,252.0,96,11.34,13.9,5,3.75,2
46,85,1,0,0,0,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1
16,159,1,0,1,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0
19,80,0,0,1,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1
14,66,1,0,1,21,134.4,110,22.85,136.2,104,11.58,215.6,105,9.7,9.7,4,2.62,3
13,73,0,0,0,0,67.0,76,11.39,223.0,154,18.96,236.5,151,10.64,11.2,2,3.02,1
22,136,1,0,1,24,50.1,134,8.52,295.8,89,25.14,111.8,115,5.03,11.0,6,2.97,0
8,139,0,0,0,0,139.0,110,23.63,132.9,93,11.3,272.0,120,12.24,12.1,1,3.27,0
10,77,1,0,0,0,134.5,119,22.87,119.7,104,10.17,250.7,112,11.28,9.3,5,2.51,0
38,92,1,1,0,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0
50,177,1,0,0,0,175.7,120,29.87,168.6,90,14.33,198.9,110,8.95,14.6,4,3.94,1
19,40,0,0,1,31,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03,1
2,116,0,0,0,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3
8,131,0,0,0,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2
15,158,0,0,0,0,119.8,123,20.37,262.2,122,22.29,219.8,111,9.89,12.4,5,3.35,1
43,65,1,0,0,0,143.6,98,24.41,187.7,96,15.95,200.2,104,9.01,9.3,2,2.51,3
26,143,0,0,1,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1
21,36,2,1,1,42,196.8,89,33.46,254.9,122,21.67,138.3,126,6.22,20.0,6,5.4,0
