state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
49,160,0,0,1,37,179.8,104,30.57,144.8,115,12.31,209.1,89,9.41,11.1,8,3.0,3
1,86,1,0,0,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7
32,105,1,0,0,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1
44,57,1,0,0,0,202.0,100,34.34,168.9,90,14.36,231.8,119,10.43,3.4,4,0.92,1
34,131,0,1,0,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3
25,144,1,0,1,26,177.1,94,30.11,206.0,85,17.51,254.8,95,11.47,6.6,2,1.78,2
37,51,2,0,0,0,51.8,107,8.81,230.2,104,19.57,227.5,118,10.24,10.4,4,2.81,2
17,108,0,0,0,0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2
41,114,1,0,1,36,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,2,3.83,1
27,89,0,0,0,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0
41,158,1,0,0,0,98.2,87,16.69,198.3,71,16.86,246.0,99,11.07,13.0,5,3.51,2
24,20,1,0,0,0,190.0,109,32.3,258.2,84,21.95,181.5,102,8.17,6.3,6,1.7,0
49,122,1,1,0,0,168.8,86,28.7,237.6,98,20.2,204.3,94,9.19,5.3,9,1.43,1
37,89,1,0,1,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2
49,121,1,0,0,0,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0
20,74,1,0,0,0,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0
23,75,1,0,0,0,225.3,124,38.3,228.0,81,19.38,254.3,106,11.44,11.7,3,3.16,1
14,158,1,0,1,19,127.6,88,21.69,235.2,82,19.99,195.0,87,8.78,10.1,3,2.73,0
28,102,2,0,0,0,69.7,85,11.85,226.5,107,19.25,128.5,104,5.78,11.1,2,3.0,2
49,144,1,0,0,0,201.1,99,34.19,303.5,74,25.8,224.0,119,10.08,13.2,2,3.56,1
41,128,1,0,0,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3
35,133,0,1,0,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8.0,3,2.16,0
4,19,0,0,0,0,146.8,99,24.96,190.5,101,16.19,146.1,68,6.57,9.3,2,2.51,0
6,146,0,0,1,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2.0,2
41,34,0,0,0,0,180.6,65,30.7,280.4,99,23.83,292.4,105,13.16,5.0,3,1.35,1
9,152,0,0,1,26,214.8,82,36.52,226.7,135,19.27,206.7,97,9.3,7.6,11,2.05,1
12,1,0,0,1,26,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,8.1,9,2.19,1
29,100,1,0,0,0,220.3,106,37.45,126.1,124,10.72,242.0,67,10.89,10.2,1,2.75,3
33,77,1,0,0,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1
21,57,1,0,1,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3.0,2
23,161,1,0,1,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,4,1.97,1
32,62,1,0,0,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4
48,92,1,0,0,0,157.7,101,26.81,298.6,100,25.38,216.9,99,9.76,13.8,3,3.73,1
23,92,2,0,0,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9.0,4,2.43,1
11,57,1,0,0,0,214.0,100,36.38,209.9,80,17.84,105.1,112,4.73,11.3,1,3.05,0
11,128,2,0,1,28,115.4,96,19.62,185.4,94,15.76,209.3,69,9.42,17.7,4,4.78,0
1,115,2,0,1,14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2
30,170,1,0,0,0,222.8,82,37.88,148.2,105,12.6,231.1,75,10.4,13.3,5,3.59,1
33,121,0,0,1,44,116.0,85,19.72,150.1,120,12.76,246.8,98,11.11,12.0,2,3.24,1
49,107,1,0,0,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0
5,156,0,1,0,0,277.0,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,1
34,114,0,0,0,0,139.8,152,23.77,215.9,76,18.35,96.9,111,4.36,7.9,10,2.13,2
29,93,0,0,0,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3
1,83,0,0,0,0,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0
33,115,1,0,0,0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1
0,58,2,0,0,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3
4,75,2,0,1,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3
47,130,2,0,0,0,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0
15,75,2,0,1,17,200.7,107,34.12,212.5,109,18.06,204.0,136,9.18,12.9,3,3.48,4
22,86,0,0,0,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2
36,138,2,0,1,33,155.2,139,26.38,268.3,79,22.81,186.4,71,8.39,9.7,4,2.62,3
5,120,2,0,1,27,153.5,84,26.1,194.0,73,16.49,256.5,94,11.54,10.2,7,2.75,5
19,112,1,0,1,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0
27,126,1,0,0,0,228.2,68,38.79,170.2,102,14.47,168.9,72,7.6,10.2,6,2.75,1
32,54,1,0,1,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2
29,105,1,0,1,27,141.2,96,24.0,167.7,94,14.25,274.4,101,12.35,11.4,2,3.08,1
49,21,1,0,0,0,91.9,109,15.62,198.4,111,16.86,171.7,125,7.73,13.0,7,3.51,2
2,135,2,0,1,27,273.4,141,46.48,154.0,99,13.09,245.8,112,11.06,12.3,6,3.32,1
29,135,1,0,0,0,181.8,92,30.91,159.6,63,13.57,232.4,78,10.46,7.0,6,1.89,0
30,35,0,0,0,0,138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5
0,126,1,0,0,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5
10,107,0,0,0,0,114.9,119,19.53,239.7,91,20.37,165.3,112,7.44,12.6,5,3.4,2
25,78,0,0,0,0,108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,5,2.13,1
47,56,1,0,1,29,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1
46,113,1,0,0,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1
47,110,2,0,0,0,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,3
15,148,1,0,1,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1
27,63,1,0,1,29,142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,6.6,8,1.78,1
1,197,1,1,0,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5
45,58,0,0,0,0,181.4,106,30.84,145.8,77,12.39,200.3,85,9.01,7.9,3,2.13,0
14,68,1,0,0,0,134.6,73,22.88,206.8,117,17.58,138.4,104,6.23,9.4,2,2.54,2
1,92,0,0,1,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,8.9,1,2.4,1
31,128,1,0,0,0,237.9,125,40.44,247.6,93,21.05,208.9,68,9.4,13.9,4,3.75,1
15,108,1,0,0,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0
13,83,1,0,0,0,159.3,104,27.08,202.3,98,17.2,229.0,73,10.31,9.5,3,2.57,2
18,53,1,0,0,0,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2
23,81,1,0,0,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2
36,86,2,1,0,0,162.4,131,27.61,167.0,102,14.2,128.9,118,5.8,11.4,2,3.08,2
46,42,1,0,0,0,217.2,122,36.92,303.2,58,25.77,147.3,114,6.63,14.0,4,3.78,2
3,138,1,0,0,0,87.6,112,14.89,266.9,107,22.69,214.6,104,9.66,9.8,10,2.65,2
19,111,1,0,0,0,284.4,89,48.35,157.0,113,13.35,242.8,91,10.93,8.4,8,2.27,0
11,24,1,0,0,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0
36,71,1,0,0,0,123.8,130,21.05,226.5,91,19.25,213.9,96,9.63,8.8,7,2.38,2
33,77,1,0,0,0,215.5,81,36.64,170.9,100,14.53,170.3,59,7.66,10.3,3,2.78,1
29,139,1,0,0,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0
34,68,2,0,0,0,141.9,112,24.12,166.2,94,14.13,223.5,77,10.06,9.2,6,2.48,1
25,126,1,0,0,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1
23,82,1,0,0,0,194.7,105,33.1,210.9,100,17.93,236.9,143,10.66,11.6,3,3.13,3
9,98,0,0,0,0,288.1,101,48.98,137.9,93,11.72,206.5,88,9.29,0.0,0,0.0,0
38,92,0,0,1,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1
23,123,0,0,0,0,236.2,135,40.15,273.9,88,23.28,227.0,77,10.22,10.1,6,2.73,2
6,41,1,0,1,24,247.6,97,42.09,199.7,106,16.97,217.7,91,9.8,12.1,6,3.27,1
38,104,1,0,0,0,186.8,102,31.76,176.3,114,14.99,222.2,84,10.0,13.0,3,3.51,0
26,106,1,0,0,0,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11.0,3,2.97,1
18,123,1,0,1,33,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0
50,151,2,0,0,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3
45,182,0,0,1,24,215.2,73,36.58,133.1,85,11.31,205.1,79,9.23,10.9,7,2.94,0
14,156,1,0,0,0,162.6,113,27.64,260.2,90,22.12,214.7,93,9.66,10.9,2,2.94,0
48,142,2,0,0,0,232.1,102,39.46,168.2,110,14.3,197.3,120,8.88,9.9,3,2.67,1
35,29,0,0,0,0,196.8,81,33.46,168.0,110,14.28,132.6,98,5.97,12.7,7,3.43,2
20,45,1,0,0,0,78.2,127,13.29,253.4,108,21.54,255.0,100,11.48,18.0,3,4.86,1
30,97,1,0,0,0,87.1,110,14.81,202.1,110,17.18,137.9,89,6.21,14.4,4,3.89,2
1,122,1,0,0,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0
8,90,1,0,0,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2
9,143,1,0,0,0,119.1,117,20.25,287.7,136,24.45,223.0,100,10.04,12.2,4,3.29,0
29,96,1,0,0,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1
14,90,1,0,1,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3.0,2
34,122,2,0,0,0,145.6,102,24.75,284.7,111,24.2,228.2,91,10.27,12.2,5,3.29,0
7,68,1,1,1,39,142.0,140,24.14,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05,1
24,120,1,0,0,0,79.2,123,13.46,212.1,106,18.03,224.6,104,10.11,10.2,4,2.75,3
33,21,2,0,0,0,197.6,105,33.59,206.4,88,17.54,169.6,143,7.63,9.6,2,2.59,3
27,45,0,0,1,38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1
10,93,0,0,1,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4
7,101,1,0,0,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0
16,117,2,0,1,25,216.0,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0
10,117,1,1,0,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10.0,3,2.7,1
48,93,1,0,0,0,152.1,141,25.86,215.5,107,18.32,262.4,111,11.81,12.0,7,3.24,1
26,113,1,0,0,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3
8,138,2,1,0,0,46.5,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,4,2.59,4
23,135,0,0,0,0,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,9,1.03,3
9,131,0,0,0,0,136.8,84,23.26,179.4,81,15.25,235.2,151,10.58,5.0,3,1.35,2
28,58,0,0,0,0,177.4,107,30.16,204.7,104,17.4,141.9,123,6.39,15.0,9,4.05,3
37,33,1,0,1,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4
13,99,0,0,0,0,190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,2
7,112,1,0,1,16,221.6,110,37.67,130.2,123,11.07,200.0,108,9.0,11.3,3,3.05,1
22,216,0,0,0,0,212.3,106,36.09,191.1,71,16.24,224.9,79,10.12,9.4,8,2.54,3
21,130,0,0,0,0,176.3,140,29.97,201.0,104,17.09,161.9,123,7.29,11.3,5,3.05,1
11,103,1,0,0,0,245.8,116,41.79,135.4,97,11.51,190.9,73,8.59,9.9,7,2.67,1
27,54,1,1,0,0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2
41,52,0,0,0,0,165.8,94,28.19,192.8,135,16.39,247.8,64,11.15,12.4,7,3.35,3
24,92,1,0,0,0,154.0,122,26.18,329.8,88,28.03,288.0,117,12.96,5.6,2,1.51,3
22,61,1,0,1,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3
15,81,0,0,1,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4
43,110,1,0,1,30,144.1,87,24.5,229.8,88,19.53,174.7,90,7.86,12.4,4,3.35,2
19,35,1,0,0,0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0
3,124,1,0,0,0,253.5,104,43.1,117.9,123,10.02,248.5,104,11.18,14.0,2,3.78,0
9,116,1,0,1,17,193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,11.4,3,3.08,5
24,87,2,0,0,0,261.0,83,44.37,144.2,95,12.26,284.4,119,12.8,16.3,1,4.4,4
42,1,1,0,0,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,2,1.89,1
43,52,1,0,0,0,155.0,110,26.35,133.4,104,11.34,176.1,84,7.92,7.0,4,1.89,4
26,25,1,0,0,0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2
6,174,1,0,0,0,72.2,80,12.27,173.4,81,14.74,130.1,121,5.85,11.0,5,2.97,2
50,72,2,1,0,0,274.0,75,46.58,162.8,110,13.84,110.0,121,4.95,7.7,3,2.08,4
29,39,2,0,0,0,185.0,113,31.45,106.5,125,9.05,167.3,78,7.53,12.0,2,3.24,0
36,15,1,0,0,0,121.1,130,20.59,216.0,86,18.36,235.1,33,10.58,16.1,5,4.35,2
6,133,0,0,0,0,240.8,72,40.94,202.7,62,17.23,212.9,76,9.58,7.7,5,2.08,1
27,75,0,0,0,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10.0,14.3,3,3.86,1
40,106,2,0,0,0,168.4,85,28.63,123.3,95,10.48,162.5,83,7.31,4.6,4,1.24,3
48,127,1,0,0,0,218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48,2
24,154,1,0,0,0,162.0,87,27.54,199.5,147,16.96,243.0,66,10.93,1.1,5,0.3,1
34,93,0,0,0,0,162.9,103,27.69,243.6,97,20.71,172.4,111,7.76,7.0,5,1.89,4
40,159,1,0,1,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2
45,132,2,0,0,0,81.1,86,13.79,245.2,72,20.84,237.0,115,10.67,10.3,2,2.78,0
35,83,2,0,0,0,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,1
40,40,1,0,0,0,309.4,86,52.6,271.3,98,23.06,197.1,116,8.87,11.2,5,3.02,3
1,51,1,0,0,0,41.2,106,7.0,210.6,82,17.9,220.1,115,9.9,12.4,3,3.35,0
41,126,1,0,1,23,114.3,102,19.43,190.3,103,16.18,240.4,111,10.82,12.6,7,3.4,3
49,145,0,0,1,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2
34,54,1,0,0,0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1
39,94,1,0,0,0,142.3,50,24.19,231.5,142,19.68,205.6,79,9.25,5.5,3,1.49,1
49,131,1,0,0,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2
7,53,1,0,1,22,76.1,115,12.94,171.2,119,14.55,246.3,126,11.08,6.0,2,1.62,0
47,121,0,0,0,0,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,2
1,136,2,0,0,0,109.4,91,18.6,207.5,111,17.64,135.0,107,6.08,11.6,5,3.13,0
50,160,0,0,0,0,82.7,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0
36,74,1,0,0,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10.0,2,2.7,1
16,110,1,1,1,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1
39,65,1,0,0,0,111.0,51,18.87,219.8,84,18.68,202.0,89,9.09,4.4,14,1.19,1
47,76,2,1,0,0,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0
33,74,1,0,0,0,282.5,114,48.03,219.9,48,18.69,170.0,115,7.65,9.4,4,2.54,1
6,169,2,0,0,0,192.8,98,32.78,273.2,125,23.22,266.3,102,11.98,11.4,6,3.08,2
18,172,1,0,0,0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,1,1.92,3
33,124,1,0,0,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3
14,67,1,0,0,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0
17,145,0,0,0,0,135.0,122,22.95,206.3,88,17.54,210.4,90,9.47,19.7,4,5.32,0
39,123,2,0,1,23,245.0,88,41.65,265.0,105,22.53,239.7,108,10.79,14.9,3,4.02,2
37,161,1,0,0,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0
39,134,1,0,0,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0
3,122,2,0,1,22,204.5,92,34.77,139.6,121,11.87,205.0,103,9.23,8.6,5,2.32,2
38,43,0,0,0,0,212.5,88,36.13,274.1,145,23.3,194.6,52,8.76,8.6,6,2.32,0
9,147,1,0,0,0,155.1,117,26.37,239.7,93,20.37,208.8,133,9.4,10.6,4,2.86,0
28,51,2,0,0,0,95.3,103,16.2,189.3,116,16.09,238.7,110,10.74,13.6,4,3.67,1
32,117,1,0,0,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1
16,74,0,0,0,0,286.9,113,48.77,260.8,121,22.17,137.1,94,6.17,12.6,6,3.4,0
23,158,0,0,0,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,8.2,3,2.21,1
16,67,2,0,0,0,129.0,78,21.93,188.0,116,15.98,235.0,102,10.58,11.2,3,3.02,2
15,69,2,0,0,0,135.4,101,23.02,238.1,124,20.24,195.6,102,8.8,10.6,2,2.86,1
39,95,0,0,0,0,160.0,133,27.2,215.3,98,18.3,188.9,87,8.5,9.1,4,2.46,0
0,50,0,0,0,0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1
35,26,2,0,0,0,150.0,63,25.5,225.0,90,19.13,202.3,99,9.1,9.2,5,2.48,3
44,91,2,0,0,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2
35,125,1,0,0,0,214.7,115,36.5,260.6,94,22.15,266.3,123,11.98,7.4,6,2.0,3
7,217,1,0,0,0,123.7,138,21.03,248.5,105,21.12,269.6,78,12.13,13.3,4,3.59,0
38,106,0,1,0,0,133.7,45,22.73,187.8,107,15.96,181.9,89,8.19,10.7,2,2.89,1
7,80,0,0,0,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,9.5,4,2.57,3
12,63,2,0,0,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2
15,108,2,0,0,0,293.0,88,49.81,160.6,101,13.65,143.9,87,6.48,10.0,6,2.7,2
1,125,0,0,0,0,169.3,90,28.78,156.0,138,13.26,210.8,106,9.49,11.6,6,3.13,2
15,81,1,0,0,0,176.1,113,29.94,162.0,80,13.77,160.9,83,7.24,11.9,4,3.21,1
49,83,1,0,1,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1
21,149,0,0,0,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0
7,96,1,0,0,0,217.8,120,37.03,139.6,109,11.87,227.7,111,10.25,11.6,3,3.13,0
34,112,1,0,1,17,120.0,94,20.4,79.5,104,6.76,214.0,94,9.63,8.7,1,2.35,1
24,196,1,0,0,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2
23,85,1,0,0,0,234.5,113,39.87,237.3,116,20.17,122.7,110,5.52,12.9,3,3.48,4
18,81,1,0,1,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3
34,102,0,0,1,48,134.0,83,22.78,234.3,128,19.92,197.3,107,8.88,7.8,4,2.11,6
1,42,2,0,0,0,160.2,103,27.23,159.8,116,13.58,255.7,87,11.51,12.9,3,3.48,1
7,150,2,1,0,0,114.8,156,19.52,135.3,78,11.5,218.4,98,9.83,15.6,4,4.21,1
40,36,1,0,0,0,184.6,132,31.38,193.7,69,16.46,283.5,83,12.76,5.9,3,1.59,1
22,137,2,0,0,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2
38,119,0,0,0,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10.0,2,2.7,1
26,101,1,0,0,0,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1
6,150,2,0,0,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4
15,122,0,0,0,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4
25,145,0,1,0,0,113.0,63,19.21,187.0,131,15.9,146.8,61,6.61,10.9,7,2.94,1
3,92,1,1,1,45,281.1,88,47.79,198.0,103,16.83,94.3,76,4.24,7.5,3,2.03,0
40,78,1,0,1,21,160.6,85,27.3,223.1,79,18.96,124.0,92,5.58,9.5,1,2.57,2
16,137,1,0,1,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0
26,114,2,0,0,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1
48,114,1,0,1,26,137.1,88,23.31,155.7,125,13.23,247.6,94,11.14,11.5,7,3.11,2
4,87,1,0,1,19,165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0.0,0,0.0,1
15,7,1,0,0,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11.0,5,2.97,3
27,115,2,1,0,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3
42,187,2,0,1,25,199.9,64,33.98,134.6,110,11.44,210.4,78,9.47,11.7,6,3.16,3
34,15,2,1,0,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2
6,40,2,1,0,0,220.8,100,37.54,265.7,106,22.58,212.8,94,9.58,6.4,3,1.73,0
33,125,2,0,0,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0
49,78,0,0,0,0,226.3,88,38.47,306.2,81,26.03,200.9,120,9.04,7.8,11,2.11,1
45,99,1,0,1,42,216.0,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2
16,132,1,0,0,0,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,1
41,148,0,0,0,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1
19,67,1,0,1,34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0
41,55,1,0,0,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1
15,185,1,0,0,0,89.4,77,15.2,288.9,128,24.56,162.9,93,7.33,10.4,2,2.81,3
12,98,2,0,1,21,161.2,114,27.4,252.2,83,21.44,160.2,92,7.21,4.4,8,1.19,4
48,131,1,0,1,39,69.1,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,4,2.46,0
47,132,1,0,0,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3
20,166,1,0,0,0,136.1,116,23.14,181.4,93,15.42,131.4,108,5.91,11.3,4,3.05,0
44,102,2,0,1,45,129.2,142,21.96,239.4,114,20.35,223.4,66,10.05,8.7,4,2.35,0
19,96,1,0,0,0,173.9,111,29.56,287.4,105,24.43,204.8,91,9.22,9.1,7,2.46,1
47,136,1,0,1,16,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0
21,77,1,0,0,0,208.8,117,35.5,175.4,81,14.91,171.5,105,7.72,13.4,3,3.62,0
49,105,2,0,0,0,101.5,83,17.26,193.8,83,16.47,214.3,113,9.64,11.7,4,3.16,3
46,75,2,0,0,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1
42,140,1,0,0,0,125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1
20,116,0,0,0,0,254.6,107,43.28,249.4,89,21.2,229.6,77,10.33,9.0,18,2.43,2
5,135,1,1,0,0,177.2,151,30.12,209.3,83,17.79,236.3,114,10.63,11.1,5,3.0,2
43,71,1,0,1,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1
19,57,2,0,0,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1
25,73,1,0,1,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6
19,127,2,0,1,19,129.7,115,22.05,160.8,101,13.67,265.0,63,11.93,12.2,3,3.29,2
48,62,1,0,0,0,281.0,66,47.77,160.6,108,13.65,77.9,74,3.51,0.0,0,0.0,1
37,116,1,1,0,0,215.4,104,36.62,204.8,79,17.41,278.5,109,12.53,12.6,5,3.4,3
37,194,1,0,0,0,258.3,76,43.91,306.0,88,26.01,241.8,106,10.88,13.6,4,3.67,1
33,25,1,0,0,0,250.1,108,42.52,221.9,97,18.86,208.5,84,9.38,11.1,3,3.0,2
